image,question,answer
image2481,Where is this part in the figure?,endocrine system
image2481,What is present?,normal immature infant
image2481,What is present ?,normal immature infant
image2482,Where does this part belong to?,female reproductive system
image2483,What does this image show?,vaginal herpes
image2483,Where does this part belong to?,female reproductive system
image2484,What is present?,no tissue recognizable as ovary
image2484,What is present ?,female reproductive
image2484,What is present?,female reproductive
image2484,What is present?,mucinous cystadenocarcinoma
image2484,Where does this belong to?,female reproductive system
image2484,What is present ?,external view typical appearance but no tissue recognizable as ovary
image2484,What does this image show?,external view typical appearance
image2484,What is present ?,mucinous cystadenocarcinoma
image2485,Where does this part belong to?,female reproductive system
image2485,What is present?,mixed mesodermal tumor
image2485,What does this image show?,opened uterus with polypoid mass
image2485,What is present?,female reproductive
image2485,What is present ?,female reproductive
image2485,What is present ?,mixed mesodermal tumor
image2486,Where does this belong to?,female reproductive system
image2486,What does this image show?,fixed tissue saggital section of organ with bosselated myoma
image2486,What is present?,female reproductive
image2486,What is present ?,female reproductive
image2487,What does this image show?,opened uterus with adnexa and hemorrhagic mass in ovary
image2487,What is present?,female reproductive
image2487,What is present?,hemorrhagic corpus luteum
image2487,Where does this belong to?,female reproductive system
image2487,What is present ?,hemorrhagic corpus luteum
image2487,What is present ?,female reproductive
image2488,Where does this belong to?,female reproductive system
image2488,What is not diagnostic ?,this partially fixed gross
image2488,What is present ?,granulosa cell tumor
image2488,What is present ?,female reproductive
image2488,What is present?,female reproductive
image2488,What is present?,granulosa cell tumor
image2488,What is not diagnostic?,this partially fixed gross
image2489,What is present?,mixed mesodermal tumor
image2489,Where does this part belong to?,female reproductive system
image2489,What demonstrated ?,uterus polypoid tumor
image2489,What is present ?,female reproductive
image2489,What does this image show?,opened uterus polypoid tumor demonstrated
image2489,What is present?,female reproductive
image2489,What is present ?,mixed mesodermal tumor
image2490,What does this image show?,sectioned uterus shown close-up with typical small myomas very good
image2490,What is present ?,female reproductive
image2490,What is present?,female reproductive
image2490,Where does this part belong to?,female reproductive system
image2491,Where does this part belong to?,female reproductive system
image2491,What does this image show?,ovarian cysts
image2492,What is present ?,mucinous cystadenocarcinoma
image2492,What is present ?,female reproductive
image2492,What is the excellent uterus in and thus illustrates the very large size of the ovarian tumor?,in picture
image2492,What is in picture and thus illustrates the very large size of the ovarian tumor?,the excellent uterus
image2492,Where does this belong to?,female reproductive system
image2492,What is the excellent uterus in and thus illustrates the very large size of the ovarian tumor ?,in picture
image2492,What is in picture and thus illustrates the very large size of the ovarian tumor ?,the excellent uterus
image2492,What is present?,female reproductive
image2492,What is present?,mucinous cystadenocarcinoma
image2493,What is present ?,female reproductive
image2493,Where does this belong to?,female reproductive system
image2493,What is present?,female reproductive
image2493,What does this image show?,excellent example of rather large submucous myoma
image2494,Where does this part belong to?,female reproductive system
image2494,What does this image show?,opened lesion with necrotic center not too typical
image2494,What is present?,female reproductive
image2494,What is present?,benign cystic teratoma
image2494,What is present ?,benign cystic teratoma
image2494,What is present ?,female reproductive
image2495,What is present?,female reproductive
image2495,What does this image show?,necrotic central mass with thin fibrous capsule not all that typical 91yo
image2495,What is present ?,female reproductive
image2495,Where does this part belong to?,female reproductive system
image2495,What is present?,benign cystic teratoma
image2495,What is present ?,benign cystic teratoma
image2496,What was view of uterus tubes and ovaries showing large nodular metastatic tumor masses on ovaries and peritoneal surface of uterus and douglas pouch outstanding photo primary in this is true bilateral krukenberg ?,in the stomach
image2496,What is present ?,female reproductive
image2496,What is present ?,krukenberg tumor
image2496,Where does this belong to?,female reproductive system
image2496,What is present?,krukenberg tumor
image2496,What was in the stomach this is true bilateral krukenberg?,peritoneal surface of uterus and douglas pouch outstanding photo primary
image2496,What is this?,true bilateral krukenberg
image2496,What does this image show?,view of uterus tubes and ovaries showing large nodular metastatic tumor masses on ovaries
image2496,What was peritoneal surface of uterus and douglas pouch outstanding photo primary in this is true bilateral krukenberg?,in the stomach
image2496,What was in the stomach this is true bilateral krukenberg ?,view of uterus tubes and ovaries showing large nodular metastatic tumor masses on ovaries and peritoneal surface of uterus and douglas pouch outstanding photo primary
image2496,What is present?,female reproductive
image2496,What is this ?,true bilateral krukenberg
image2497,Where does this belong to?,female reproductive system
image2497,What is present?,cervical leiomyoma
image2497,What is present?,female reproductive
image2497,What is present ?,cervical leiomyoma
image2497,What does this image show?,close-up of cut surface of cervical myoma which is shown in relation to cervix and vagina
image2497,What is present ?,female reproductive
image2498,What is present?,female reproductive
image2498,What is present?,mucinous cystadenocarcinoma
image2498,Where does this belong to?,female reproductive system
image2498,What does this image show?,massive lesion taken at surgery size of basketball very good
image2498,What is present ?,female reproductive
image2498,What is present ?,mucinous cystadenocarcinoma
image2499,Where does this part belong to?,female reproductive system
image2499,What is present?,female reproductive
image2499,What does this image show?,cut surface 4 cm lesion 76yobf
image2499,What is present ?,female reproductive
image2500,Where does this part belong to?,female reproductive system
image2500,What does this image show?,opened uterus with three myomas quite typical
image2500,What is present ?,female reproductive
image2500,What is present?,female reproductive
image2501,What does this image show?,gravid uterus
image2501,Where does this part belong to?,female reproductive system
image2502,When does this image show 18 hours?,after cesarean section
image2502,What is present ?,female reproductive
image2502,Where does this belong to?,female reproductive system
image2502,What does this image show?,18 hours after cesarean section
image2502,What is present?,female reproductive
image2503,Where does this part belong to?,female reproductive system
image2504,What is present ?,female reproductive
image2504,Where does this part belong to?,female reproductive system
image2504,What is present?,female reproductive
image2504,What does this image show?,fixed tissue of tuberculosis
image2504,What is present?,fallopian tube
image2504,What is present ?,fallopian tube
image2505,What is present?,intraductal Papillomatosis With Apocrine Metaplasia
image2505,What is present ?,intraductal Papillomatosis With Apocrine Metaplasia
image2506,What is present ?,metastatic Carcinoma
image2506,What is present?,metastatic Carcinoma
image2506,How does this image show metastatic choriocarcinoma?,with extensive vascularization 
image2506,What does this image show?,metastatic choriocarcinoma with extensive vascularization
image2507,What are seen ?,intraductal lesions
image2507,What is present?,papillary Intraductal Adenocarcinoma
image2507,What does this image show?,excellent invasive tumor with marked desmoplastic reaction
image2507,How does this image show excellent invasive tumor?,with marked desmoplastic reaction 
image2507,What are seen?,intraductal lesions
image2507,What is present ?,papillary Intraductal Adenocarcinoma
image2508,What does this image show?,normal breast
image2509,What is present ?,six digits
image2509,What are too short ?,newborn with renal polycystic disease legs
image2509,What does this image show?,newborn with renal polycystic disease legs are too short
image2509,What are too short?,renal polycystic disease legs
image2509,What is present?,six digits
image2510,What is present?,pulmonary osteoarthropathy
image2510,How does this image show childs hands?,with obvious clubbing 
image2510,What does this image show?,childs hands with obvious clubbing
image2510,What is present ?,pulmonary osteoarthropathy
image2511,What does this image show?,good close-up of gangrene
image2512,What is present ?,pulmonary osteoarthropathy
image2512,What shows clubbing ?,this great toe
image2512,What is present?,pulmonary osteoarthropathy
image2512,What shows clubbing?,this great toe
image2513,What does this image show?,simian crease
image2514,What does this image show?,typical gangrene
image2515,What does this image show?,22wf juvenile rheumatoid arthritis mild deformity with high arch
image2516,What does this image show?,simian crease
image2517,What does this image show?,necrosis of distal finger in a patient with panniculitis and fascitis
image2517,What streptococcus a scepticemia in a patient with scleroderma who was on high dose steroids ?,necrosis of distal finger panniculitis and fascitis
image2518,What is present ?,pulmonary osteoarthropathy
image2518,What is present?,pulmonary osteoarthropathy
image2518,What does this image show?,obvious lesion
image2519,What does this image show?,simian crease
image2520,What does this image show?,good example exposure not the best but ok Rheumatoid Arthritis
image2521,What does this image show?,club feet with marked talipes equinovarus
image2521,How does this image show club feet?,with marked talipes equinovarus 
image2522,What does this image show?,nice photo of syndactyly
image2523,What does this image show?,good example source of gout
image2524,What does this image show?,very good example of focal necrotizing lesions in distal portion of digit associated with bacterial endocarditis
image2524,What associated with bacterial endocarditis ?,very good example of focal necrotizing lesions in distal portion of digit
image2524,What is very good example of focal necrotizing lesions in distal portion of digit associated?,with bacterial endocarditis
image2525,What does this image show?,simian crease
image2526,What does this image show?,gangrene both hands due to embolism case of av canal with downs syndrome
image2526,Why does this image show gangrene both hands?,due to embolism case of av canal with downs syndrome
image2526,How does this image show gangrene both hands due to embolism case of av canal?,with downs syndrome 
image2527,"Why does this image show kidney, thickened and hyalinized basement membranes?",due to diabetes mellitus pas
image2528,"Why does this image show kidney, thickened and hyalinized basement membranes?",due to diabetes mellitus pas
image2529,What does this image show?,abortive glomeruli
image2529,What is present?,polycystic disease infant
image2530,"Why does this image show squamous metaplasia, renal pelvis?",due to nephrolithiasis
image2530,What does this image show?,squamous metaplasia
image2531,"Why does this image show squamous metaplasia, renal pelvis?",due to nephrolithiasis
image2531,What does this image show?,squamous metaplasia
image2532,What does this image show?,kidney transplant rejection
image2533,What does this image show?,kidney transplant rejection
image2534,"Why does this image show renal pelvis, squamous metaplasia?",due to chronic urolithiasis
image2534,What does this image show?,renal pelvis
image2535,What does this image show?,giant cells and fibrosis
image2536,What does this image show?,kidney glomerulus
image2537,What does this image show?,atn acute tubular necrosis
image2538,What does this image show?,pas-alcian blue
image2539,"Why does this image show renal pelvis, squamous metaplasia?",due to chronic urolithiasis
image2539,What does this image show?,renal pelvis
image2540,What is opened chest with Breast plate removed?,easily seen air bubbles
image2540,What does this image show?,opened chest with Breast plate removed easily seen air bubbles
image2540,What removed easily seen air bubbles?,opened chest with Breast plate
image2541,What does this image show?,saggital sections rather close up near if not natural color excellent example myeloma lesions in marrow
image2542,What does this image show?,frontal section of lungs and massive tumor teratocarcinoma 20yowm
image2543,What cut surface?,close-up view of tumor
image2543,What does this image show?,rather close-up view of tumor cut surface
image2543,What is close-up view of tumor cut?,tumor cut surface
image2544,What does this image show?,metastatic carcinoma surrounding cava superior caval syndrome lung carcinoma
image2545,What is present?,lymph node
image2545,What is present?,metastatic carcinoma
image2545,What does this image show?,close-up view of nodes with obvious metastatic lesions and anthracotic pigment apparently from apex right lung apparently lung primary
image2546,What does this image show?,close-up enlarge white node with focal necrosis quite good
image2546,What is present?,lymph node
image2546,How does close-up enlarge white node?,focal necrosis quite good 
image2546,What does close-up enlarge?,up enlarge white node with focal necrosis quite good
image2546,What is present?,hodgkins disease
image2547,What is present?,lymph node
image2547,What does this image show?,lung and hilar node with healed and probably calcified granulomata in hilar node
image2548,What is present?,lymph node
image2548,What does this image show?,aorta not opened surrounded by large nodes
image2548,What is aorta not opened?,surrounded by large nodes
image2548,What opened surrounded by large nodes?,aorta not
image2548,What is present?,hodgkins disease
image2549,What does this image show?,opened aorta surrounded by enlarge nodes
image2549,What is present?,lymph node
image2549,What is present?,hodgkins disease
image2550,What does this image show?,enlarged periaortic nodes with homogeneous tan tumor primary malignant carcinoid in jejunum
image2550,How does this image show enlarged periaortic nodes?,with homogeneous tan tumor primary malignant carcinoid in jejunum 
image2550,What is present?,lymph node
image2550,What is present?,metastatic carcinoid
image2551,What does this image show?,matted and fused periaortic nodes with hemorrhagic necrosis good example
image2551,What is present?,malignant lymphoma
image2551,What is present?,lymph node
image2552,What is present?,hodgkins disease
image2552,What shows matting and focal necrosis?,surface of nodes seen externally in slide
image2552,What does this image show?,excellent example cut surface of nodes seen externally in slide shows matting and focal necrosis
image2552,What cut surface of nodes seen externally in slide shows matting and focal necrosis?,excellent example
image2552,What is present?,lymph node
image2553,What is fixed tissue sectioned?,carinal nodes shown close-up nodes are filled with black pigment
image2553,What sectioned carinal nodes shown close-up nodes are filled with black pigment?,fixed tissue
image2553,What does this image show?,fixed tissue sectioned carinal nodes shown close-up nodes are filled with black pigment
image2553,What are carinal nodes shown close-up nodes with black pigment?,nodes filled
image2553,What is present?,lymph node
image2553,What is present?,anthracotic pigment
image2553,What are filled with black pigment?,carinal nodes shown close-up nodes
image2554,What does this image show?,excellent close-up of enlarged inguinal nodes with white tumor and areas of hemorrhagic necrosis
image2554,What is present?,malignant lymphoma
image2554,What is present?,lymph node
image2555,What does this image show?,poly arteritis nodosa
image2556,What does cat scan?,showing tumor mass invading superior vena ca
image2556,What does this image show?,cat scan showing tumor mass invading superior vena ca
image2556,What is present?,malignant thymoma
image2556,What is present ?,malignant thymoma
image2557,What does this image show?,sickle cell disease
image2558,What does this image show?,splenic infarcts
image2559,What does this image show?,external view of lacerations of capsule apparently done during surgical procedure
image2559,What done external view of lacerations of capsule done during ?,done surgical procedure
image2559,What done done during surgical procedure ?,external view of lacerations of capsule
image2559,What is present?,traumatic rupture
image2559,When does this image show external view of lacerations of capsule apparently done?,during surgical procedure
image2559,What is present ?,traumatic rupture
image2560,What is present?,malignant thymoma
image2560,What is invaded by the tumor ?,the superior vena cava
image2560,What is the superior vena cava invaded by ?,invaded tumor
image2560,What is the superior vena cava invaded by?,invaded tumor
image2560,What is invaded by the tumor?,the superior vena cava
image2560,What is present ?,malignant thymoma
image2561,What is present ?,chronic myelogenous leukemia
image2561,What is present ?,bone marrow
image2561,What entered into this file as normal discs slide ?,close-up view of vertebral marrow not too spectacular are well shown and
image2561,What are well shown and normal ?,not too spectacular discs
image2561,What is present?,chronic myelogenous leukemia
image2561,What is present?,bone marrow
image2561,What does this image show?,close-up view of vertebral marrow not too spectacular discs are well shown and normal also entered into file as normal discs slide
image2561,What is close-up view of vertebral marrow not too spectacular discs are well shown and normal entered?,normal entered into this file as slide
image2561,What are well shown?,not too spectacular discs
image2562,What does this image show?,large and typically shaped old infarct but far from fibrotic
image2563,What easily seen ?,congested spleen infarct
image2563,What does this image show?,congested spleen infarct easily seen
image2564,How does this image show external view?,with several tears in capsule 
image2564,What does this image show?,external view with several tears in capsule
image2565,What is this ?,a thymus
image2565,What is this?,a thymus
image2565,What does this image show?,i am not sure of diagnosis
image2566,What is present ?,metastatic carcinoma colon
image2566,What is present?,metastatic carcinoma colon
image2567,What is present ?,traumatic rupture
image2567,What is present?,traumatic rupture
image2568,What is present?,miliary tuberculosis
image2568,What is present ?,miliary tuberculosis
image2569,What does this image show?,cut surface multiple nodular lesions
image2569,What is present ?,malignant histiocytosis
image2569,What is present?,malignant histiocytosis
image2570,What is present?,accessory spleens
image2570,What is present ?,accessory spleens
image2570,What does this image show?,tail of pancreas with spleens
image2570,How does this image show tail of pancreas?,with spleens 
image2571,What does this image show?,sectioned vertebrae with no red marrow case of chronic myelogenous leukemia in blast crisis
image2571,How does this image show sectioned vertebrae?,with no red marrow case of chronic myelogenous leukemia in blast crisis 
image2571,What is present?,bone marrow
image2571,What is present ?,bone marrow
image2572,"Why does this image show spleen, chronic congestion?",due to portal hypertension from cirrhosis hcv
image2573,What does this image show?,pancreatic fat necrosis
image2574,What does this image show?,pancreatic fat necrosis
image2575,What does this image show?,normal pancreas
image2576,What does this image show?,islet cell adenoma
image2577,What does this image show?,pancreatic fat necrosis
image2578,What does this image show?,cystic fibrosis
image2579,What does this image show?,cystic fibrosis
image2580,What does this image show?,cystic fibrosis
image2581,What does this image show?,normal pancreas
image2582,What does this image show?,islet cell carcinoma
image2583,What does this image show?,islet cell carcinoma
image2584,"Why does this image show pancreas, thrombi and hemorrhage?",due to disseminated intravascular coagulation dic
image2585,What does this image show?,cystic fibrosis
image2586,What does this image show?,pancreatic fat necrosis
image2587,What stain?,pancreatic islet
image2587,What does this image show?,pancreatic islet
image2588,What does this image show?,oral hairy leukoplakia
image2589,What does this image show?,angular chelitis
image2590,What does this image show?,multiple endocrine neoplasia type iib-macroglossia
image2591,What does this image show?,multiple endocrine neoplasia type iib
image2592,What does this image show?,necrotizing sialometaplasia
image2593,What does this image show?,sjogrens syndrome
image2594,What does this image show?,traumatic ulcer
image2595,What does this image show?,tetracycline induced discoloration
image2596,What does this image show?,traumatic bone cyst simple bone cyst
image2597,What does this image show?,severe abrasion
image2598,What does this image show?,hyperparathyroidism brown tumor
image2599,What does this image show?,desquamative gingivits
image2600,What does this image show?,white sponge nevus
image2601,What does this image show?,recurrent intraoral herpes simplex
image2602,What is present?,glioblastoma multiforme
image2602,What does this image show?,dr garcia tumors 15
image2603,What does this image show?,necrosis dr garcia tumors 67
image2604,What does this image show?,dr garcia tumors 51
image2605,Where is this from?,gastrointestinal system
image2605,What stain ?,"esohagus, candida, silver"
image2606,Where is this from?,gastrointestinal system
image2607,What does this image show?,carcinoma on peritoneal side of muscularis
image2607,What is present?,metastatic carcinoma
image2607,Where is this from?,gastrointestinal system
image2607,What is present ?,metastatic carcinoma
image2608,What does this image show?,tunica propria granulomas
image2608,Where is this from?,gastrointestinal system
image2609,Where is this from?,gastrointestinal system
image2610,Where is this from?,gastrointestinal system
image2611,What does this image show?,normal appendix
image2611,Where is this from?,gastrointestinal system
image2612,Where is this from?,gastrointestinal system
image2613,What does this image show?,organisms not appendix structures in photo
image2613,Where is this from?,gastrointestinal system
image2614,What does this image show?,oral dysplasia
image2614,Where is this from?,gastrointestinal system
image2615,Where is this from?,gastrointestinal system
image2616,What does this image show?,oral dysplasia
image2616,Where is this from?,gastrointestinal system
image2617,What is present?,villous adenoma
image2617,Where is this from?,gastrointestinal system
image2617,What is present ?,villous adenoma
image2618,Where is this from?,gastrointestinal system
image2618,What does this image show?,typical infiltrating adenocarcinoma extending to serosal fat
image2619,What does this image show?,pas hematoxylin
image2619,What is present?,whipples disease
image2619,What is present ?,whipples disease
image2619,Where is this from?,gastrointestinal system
image2620,Where is this from?,gastrointestinal system
image2621,What does this image show?,trophozoites in tissue
image2621,Where is this from?,gastrointestinal system
image2622,What does this image show?,typical infiltrating adenocarcinoma and normal mucosa
image2622,Where is this from?,gastrointestinal system
image2623,What does this image show?,med pas hematoxylin excellent demonstration source
image2623,What is present?,whipples disease
image2623,Where is this from?,gastrointestinal system
image2623,What is present ?,whipples disease
image2624,Where is this from?,gastrointestinal system
image2625,Where is this from?,gastrointestinal system
image2626,What is present?,whipples disease
image2626,How does this image show med alcian blue with apparently eosin counterstain enlarged villus?,many macrophages source 
image2626,What is present ?,whipples disease
image2626,Where is this from?,gastrointestinal system
image2626,What does this image show?,med alcian blue with apparently eosin counterstain enlarged villus with many macrophages source
image2627,What is present ?,metastatic malignant melanoma
image2627,What is present?,metastatic malignant melanoma
image2627,What is present?,small intestine
image2627,What is ?,the tumor
image2627,What is present ?,small intestine
image2627,Where is this from?,gastrointestinal system
image2627,What is?,the tumor
image2627,What does this image show?,good example can tell even at what the tumor is
image2628,Where is this from?,gastrointestinal system
image2629,Where is this from?,gastrointestinal system
image2630,What is present ?,bone marrow
image2630,What is present?,bone marrow
image2630,What does this image show?,organisms are easily evident
image2631,What is present ?,bone marrow
image2631,What does this image show?,med wrights stain many pleomorphic blast cells readily seen
image2631,What is present?,acute myelogenous leukemia
image2631,What stain many pleomorphic blast cells readily seen?,med wrights
image2631,What do med wrights stain?,many pleomorphic blast cells readily seen
image2631,What do wrights stain?,many pleomorphic blast cells readily seen
image2631,What is present ?,acute myelogenous leukemia
image2631,What is present?,bone marrow
image2632,What is present?,malaria plasmodium vivax
image2632,What does this image show?,ring form
image2632,What is present ?,malaria plasmodium vivax
image2633,What is present?,lymphoid atrophy in newborn
image2633,What is present ?,lymphoid atrophy in newborn
image2633,What does this image show?,typical atrophy associated with infection in newborn
image2633,What associated with infection in newborn ?,typical atrophy
image2633,What is typical atrophy associated?,with infection in newborn
image2634,What is present ?,multiple myeloma
image2634,What is present ?,bone marrow
image2634,What is present?,multiple myeloma
image2634,What is present?,bone marrow
image2635,"Why does this image show spleen, chronic congestion?",due to portal hypertension from cirrhosis hcv
image2636,What does this image show?,epithelial lesion surgical path
image2637,What induce involution in baby with hyaline membrane disease ?,"thymus, stress"
image2637,"What do thymus , stress induce?",involution in baby with hyaline membrane disease
image2637,How do stress induce involution in baby?,hyaline membrane disease 
image2637,What do stress induce?,involution in baby with hyaline membrane disease
image2638,What is present?,Erythrophagocytosis new born
image2638,What is present ?,Erythrophagocytosis new born
image2639,What does this image show?,wrights typical plasma cells
image2639,What is present?,bone marrow
image2639,What is present?,multiple myeloma
image2639,What is present ?,bone marrow
image2639,What is present ?,multiple myeloma
image2640,What does this image show?,two basophilic bodies and periarterial fibrosis excellent example of rarely seen lupus lesion
image2640,What is present?,lupus erythematosus basophilic bodies and periarterial fibrosis
image2640,What is present ?,lupus erythematosus basophilic bodies and periarterial fibrosis
image2641,What is present?,plasma cell
image2641,How does this image show typical cells?,with some pleomorphism suspicious for multiple myeloma source unknown 
image2641,What is present?,bone marrow
image2641,What is present ?,plasma cell
image2641,What is present ?,bone marrow
image2641,What does this image show?,typical cells with some pleomorphism suspicious for multiple myeloma source unknown
image2642,What is present ?,bone marrow
image2642,What does this image show?,iron stain excellent example source unknown
image2642,What is present?,bone marrow
image2643,What is present ?,candida in peripheral blood
image2643,What is present?,candida in peripheral blood
image2644,What died of viral pneumonia likely to have been influenzae ?,well seen atypical cells surrounding splenic arteriole man
image2644,What is present ?,immunoblastic reaction characteristic of viral infection
image2644,What is well seen atypical cells surrounding splenic arteriole man died?,of viral pneumonia likely to have been influenzae
image2644,What is present?,immunoblastic reaction characteristic of viral infection
image2644,What is well seen atypical cells surrounding splenic arteriole man probably died?,of viral pneumonia likely to have been influenzae
image2644,What does this image show?,well seen atypical cells surrounding splenic arteriole man probably died of viral pneumonia likely to have been influenzae
image2644,What died of viral pneumonia likely to have been influenzae?,well seen atypical cells surrounding splenic arteriole man probably
image2645,What is present ?,bone marrow
image2645,What is present?,bone marrow
image2646,What does this image show?,x-ray infant
image2647,What does this image show?,x-ray typical lesion
image2648,What are 7182 and 7183 lesion?,gross postmortx-rays of this
image2648,When does this image show x-ray of pelvis?,during life showing osteonecrosis in right femoral head slides 7182 and 7183 are gross and postmortx-rays lesion
image2648,What does this image show?,x-ray of pelvis during life showing osteonecrosis in right femoral head slides 7182 and 7183 are gross and postmortx-rays of lesion
image2648,What are gross and postmortx-rays of this lesion?,7182 7183
image2649,What does this image show?,x-ray infant t12 lesion
image2650,What does this image show?,wernicke 's encephalopathy
image2651,What does this image show?,brain abscess
image2652,What does this image show?,brain abscess
image2653,"Why does this image show brain, subarachanoid hemorrhage?",due to disseminated intravascular coagulation
image2654,What does this image show?,intraventricular hemorrhage
image2655,What does this image show?,anhidrotic ectodermal dysplasia
image2656,What does this image show?,compound odontoma
image2657,What does this image show?,intraosseous mucoepidermoid carcinoma
image2658,What does this image show?,hematopoietic bone marrow defect
image2659,What does this image show?,garres osteomyelitis proliferative periosteitis
image2660,What does this image show?,dentigerous cyst
image2661,What does this image show?,acute pancreatitis
image2662,What does this image show?,acute pancreatitis
image2663,What does this image show?,pancreatic fat necrosis
image2664,How does this image show acute pancreatitis?,with fat necrosis 
image2664,What does this image show?,acute pancreatitis with fat necrosis
image2665,What does this image show?,enlarged nodular prostate with medial lobe enlargement bladder hypertrophy focal mucosal hemorrhages in bladder mild hydronephrosis very good example
image2666,What is present?,male Reproductive
image2667,What does this image show?,fixed tissue tumor masses with necrosis easily seen
image2667,What is present?,metastatic melanoma
image2668,What is present?,benign hyperplasia
image2668,What does this image show?,good photo nodular lateral lobes large median lobe and hyperemic bladder mucosa with increased trabeculation
image2669,What does this image show?,glans ulcer probable herpes
image2670,What is present?,hyperplasia median bar
image2670,How does this image show large median bar type lesion?,with severe cystitis 
image2670,What does this image show?,large median bar type lesion with severe cystitis
image2671,What does this image show?,primary biliary cirrhosis
image2672,What does this image show?,recovery of ducts
image2673,What does this image show?,autoimmune hepatitis
image2674,What does this image show?,primary sclerosing cholangitis
image2675,What does this image show?,autoimmune hepatitis
image2676,What does this image show?,autoimmune hepatitis
image2677,What does this image show?,autoimmune hepatitis
image2678,What does this image show?,hepatitis c virus
image2679,What does this image show?,primary sclerosing cholangitis
image2680,What does this image show?,resolving acute rejection
image2681,What does this image show?,primary biliary cirrhosis
image2682,What does this image show?,severe acute rejection
image2683,What does this image show?,primary biliary cirrhosis
image2684,What does this image show?,primary biliary cirrhosis
image2685,What does this image show?,primary biliary cirrhosis
image2686,What is present?,petechial and purpuric hemorrhages
image2686,What does this image show?,white skin close-up view quite good
image2687,What does this image show?,portion of body with extensive skin desquamation same as in 907
image2688,What does this image show?,close-up photo quite good
image2689,What does this image show?,close-up photo very good
image2690,How does thigh at autopsy ecchymose?,with necrotizing centers 
image2690,What ecchymoses with necrotizing centers?,thigh at autopsy
image2690,What does this image show?,thigh at autopsy ecchymoses with necrotizing centers
image2691,What does ulceration look?,like pyoderma gangrenosum
image2691,What does this image show?,view of thighs and legs at autopsy ecchymoses with central necrosis and ulceration looks like pyoderma gangrenosum
image2691,What ecchymoses with central necrosis?,view of thighs and legs at autopsy
image2691,How does view of thighs and legs at autopsy ecchymose?,with central necrosis 
image2692,What does this image show?,close-up of bullous skin lesions and peeling of skin
image2692,What is this it looks like?,sure what
image2692,What is this?,correct diagnosis as i do not have protocol
image2692,What is present?,toxic epidermal necrolysis
image2693,What does this image show?,verruca vulgaris
image2694,What does this image show?,cryptococcal dematitis
image2695,What does this image show?,thermal burn
image2696,What does this image show?,thermal burn
image2697,What is well shown?,close-up of typical lesions perspective of elevated pasted on lesions
image2697,What is close-up of typical lesions perspective of elevated pasted on lesions shown?,lesions well
image2697,What does this image show?,close-up of typical lesions perspective of elevated pasted on lesions is well shown
image2697,What is present?,seborrheic keratosis
image2698,What is present of Kidneys?,polycystic Disease
image2698,What is present of Kidneys?,polycystic Disease
image2698,What is opened dysmorphic body with all organs except kidneys removed?,shows size of quite well and renal facies
image2698,What removed shows size of organs quite well and renal facies?,opened dysmorphic body with all except kidneys
image2698,What is opened dysmorphic body with all organs except kidneys removed?,shows size of quite well and renal facies
image2698,What removed shows size of organs quite well and renal facies ?,opened dysmorphic body with all except kidneys
image2699,What does this image show?,posterior view of body lesions mostly in head neck and thorax
image2700,What appear too short has six digits?,a barely seen vascular mass extruding from occipital region of skull arms and legs
image2700,What do a barely seen vascular mass extruding from occipital region of skull arms and legs appear?,too short has six digits
image2700,What does this image show?,lateral view of body with renal facies no neck
image2700,What appear too short ?,no neck and a barely seen vascular mass extruding from occipital region of skull arms and legs
image2700,What has six digits ?,lateral view of body with renal facies no neck and a barely seen vascular mass extruding from occipital region of skull arms and legs appear too short
image2700,What does lateral view of body with renal facies no neck and a barely seen vascular mass extruding from occipital region of skull arms and legs appear too short have?,six digits
image2700,What is present of Kidneys?,polycystic Disease
image2700,What is present of Kidneys?,polycystic Disease
image2701,What is this to illustrate this case externally ?,the best photo
image2701,What is present ?,Cephalothoracopagus Janiceps
image2701,What is this to illustrate this case externally?,the best photo
image2701,What is present?,Cephalothoracopagus Janiceps
image2701,What does this image show?,conjoined twins at head and chest
image2702,What does this image show?,posterior view open cord
image2703,What does this image show?,view from back typical example
image2704,What does this image show?,lateral view of head typical example
image2705,What is present?,Siamese Twins
image2705,What is present ?,Siamese Twins
image2705,What does this image show?,joined anterior chest and abdomen
image2706,What does this image show?,gram negative septicemia due to scalp electrode in a neonate
image2706,Why does this image show gram negative septicemia?,due to scalp electrode in a neonate
image2707,What is present ?,newborn Cord Around Neck
image2707,What is present?,newborn Cord Around Neck
image2708,Why does this image show gram negative septicemia?,due to scalp electrode in a neonate
image2708,What does this image show?,gram negative septicemia due to scalp electrode in a neonate
image2709,What is present?,Conjoined Twins Cephalothoracopagus Janiceps
image2709,What is present ?,Conjoined Twins Cephalothoracopagus Janiceps
image2709,What does this image show?,close-up view of head anterior view
image2710,What does this image show?,view of face and chest anterior
image2711,What does this image show?,body burns 24 hours prior now anasarca
image2712,What does this image show?,postmortangiogram of coronary arteries
image2712,What is present?,myocardial infarct
image2712,What is present ?,myocardial infarct
image2713,What does this image show?,x-ray postmortcoronary arteries with multiple lesions
image2713,How does this image show x-ray postmortcoronary arteries?,with multiple lesions 
image2714,What is x-ray postmortdissected?,ray postmortdissected arteries extensive lesions
image2714,What is present?,coronary artery
image2714,What is present ?,coronary artery
image2714,What does this image show?,x-ray postmortdissected arteries extensive lesions
image2715,What does this image show?,coronary artery atherosclerosis
image2716,What does this image show?,coronary artery atherosclerosis
